Frame,Hand,Landmark,X,Y,Z
24,0,0,0.4843796193599701,0.5987083911895752,1.4977354112488683e-07
24,0,1,0.4884147644042969,0.5572609901428223,-0.020296961069107056
24,0,2,0.4856983423233032,0.5092434883117676,-0.028511198237538338
24,0,3,0.4753749370574951,0.4691612422466278,-0.03270671144127846
24,0,4,0.46701493859291077,0.4356246590614319,-0.0369584783911705
24,0,5,0.5018439888954163,0.4999658167362213,-0.026999013498425484
24,0,6,0.490576833486557,0.455253541469574,-0.039860762655735016
24,0,7,0.47684311866760254,0.42510509490966797,-0.049868084490299225
24,0,8,0.46301066875457764,0.4016624689102173,-0.05698971077799797
24,0,9,0.4912987947463989,0.5112136602401733,-0.02194429375231266
24,0,10,0.47725802659988403,0.4670456647872925,-0.03328680992126465
24,0,11,0.46058961749076843,0.4363683760166168,-0.04294181615114212
24,0,12,0.44406858086586,0.4137960970401764,-0.05062264949083328
24,0,13,0.4794205129146576,0.5269432067871094,-0.018089739605784416
24,0,14,0.46432945132255554,0.49286508560180664,-0.030438566580414772
24,0,15,0.44782429933547974,0.4667809009552002,-0.03799920529127121
24,0,16,0.43266552686691284,0.44712433218955994,-0.04267105087637901
24,0,17,0.4671655595302582,0.5458344221115112,-0.015217001549899578
24,0,18,0.4539244771003723,0.518677294254303,-0.027249623090028763
24,0,19,0.44439613819122314,0.4988631308078766,-0.032273873686790466
24,0,20,0.43454837799072266,0.483985036611557,-0.03493581712245941
25,0,0,0.48122143745422363,0.5941863059997559,3.5185939850634895e-07
25,0,1,0.4799969792366028,0.5512288808822632,-0.03202196583151817
25,0,2,0.46730053424835205,0.4886029362678528,-0.03929035738110542
25,0,3,0.4468391239643097,0.4453364908695221,-0.04159441590309143
25,0,4,0.4239516258239746,0.41178926825523376,-0.04311439394950867
25,0,5,0.49084463715553284,0.4654640853404999,7.766638736939058e-05
25,0,6,0.4902159571647644,0.42841464281082153,0.001772204414010048
25,0,7,0.48548200726509094,0.3986985683441162,-0.0022045080550014973
25,0,8,0.4787401854991913,0.37338435649871826,-0.0076972004026174545
25,0,9,0.4758274555206299,0.4788961410522461,0.01334366388618946
25,0,10,0.4512280225753784,0.4505276679992676,0.01699661649763584
25,0,11,0.4406012296676636,0.44627049565315247,0.012696811929345131
25,0,12,0.43710950016975403,0.43863770365715027,0.008351877331733704
25,0,13,0.46009647846221924,0.49939271807670593,0.022423667833209038
25,0,14,0.43508654832839966,0.47566986083984375,0.022074362263083458
25,0,15,0.4334947168827057,0.48090338706970215,0.021142276003956795
25,0,16,0.4374183416366577,0.4801490306854248,0.020426811650395393
25,0,17,0.4459342360496521,0.5227665901184082,0.0281307864934206
25,0,18,0.42513030767440796,0.5016686320304871,0.025678329169750214
25,0,19,0.42289698123931885,0.5021264553070068,0.02601453848183155
25,0,20,0.426848828792572,0.500781238079071,0.026712192222476006
26,0,0,0.4493272602558136,0.5796470046043396,5.753622644988354e-07
26,0,1,0.46790778636932373,0.5400909781455994,-0.03979750722646713
26,0,2,0.4579734802246094,0.4758337438106537,-0.039450131356716156
26,0,3,0.4296749532222748,0.429321825504303,-0.03250546753406525
26,0,4,0.40085601806640625,0.4005882143974304,-0.021581565961241722
