Frame,Hand,Landmark,X,Y,Z
29,0,13,0.3989950120449066,0.46160489320755005,-0.036960043013095856
29,0,14,0.3808981478214264,0.4224970042705536,-0.06881769001483917
29,0,15,0.3777368664741516,0.40712711215019226,-0.0856093317270279
29,0,16,0.38231799006462097,0.39127132296562195,-0.09111988544464111
29,0,17,0.3832082450389862,0.481658011674881,-0.025799809023737907
29,0,18,0.36078476905822754,0.4748161733150482,-0.05365314334630966
29,0,19,0.35439425706863403,0.4795703887939453,-0.06428731977939606
29,0,20,0.35602691769599915,0.4817875325679779,-0.06724927574396133
29,1,0,0.44101497530937195,0.6624760031700134,5.893767252018733e-07
29,1,1,0.4471777081489563,0.6216239929199219,-0.05063618719577789
29,1,2,0.4226042926311493,0.5629220604896545,-0.05772649124264717
29,1,3,0.3709685206413269,0.528215765953064,-0.05421034246683121
29,1,4,0.3355981707572937,0.5009233355522156,-0.048253610730171204
29,1,5,0.4435111880302429,0.46306243538856506,-0.021249355748295784
29,1,6,0.4532959759235382,0.37843057513237,-0.02886824682354927
29,1,7,0.4573560059070587,0.32793673872947693,-0.03765283152461052
29,1,8,0.4601251184940338,0.28546610474586487,-0.04491317272186279
29,1,9,0.41044116020202637,0.46400168538093567,-0.0033946880139410496
29,1,10,0.405804842710495,0.37843620777130127,-0.006020866800099611
29,1,11,0.39773404598236084,0.32628393173217773,-0.015219158492982388
29,1,12,0.3932288587093353,0.28638142347335815,-0.021672790870070457
29,1,13,0.382772833108902,0.4851566553115845,0.007439884822815657
29,1,14,0.359256386756897,0.4162300229072571,-0.009055099450051785
29,1,15,0.34335941076278687,0.3763822615146637,-0.035002630203962326
29,1,16,0.3322429060935974,0.3365960717201233,-0.0516391322016716
29,1,17,0.3636530935764313,0.5187219381332397,0.014478206634521484
29,1,18,0.33838263154029846,0.5009235739707947,-0.01403143722563982
29,1,19,0.334777295589447,0.5237174034118652,-0.033969130367040634
29,1,20,0.33616745471954346,0.5434519052505493,-0.04505812004208565
30,0,0,0.43106868863105774,0.5845116376876831,7.062224653964222e-07
30,0,1,0.43856585025787354,0.5791865587234497,-0.05236947163939476
30,0,2,0.4219685196876526,0.5536587238311768,-0.07909999042749405
30,0,3,0.37956029176712036,0.5271534323692322,-0.09623634815216064
30,0,4,0.343405544757843,0.5015528798103333,-0.1141710877418518
30,0,5,0.4427953362464905,0.4587657153606415,-0.06858029961585999
30,0,6,0.45506393909454346,0.3862626254558563,-0.09193447232246399
30,0,7,0.45957568287849426,0.33849024772644043,-0.10830943286418915
30,0,8,0.46313920617103577,0.29595381021499634,-0.12021319568157196
30,0,9,0.41472500562667847,0.45493149757385254,-0.054138511419296265
30,0,10,0.40809890627861023,0.38183844089508057,-0.07829855382442474
30,0,11,0.4009122848510742,0.3325396776199341,-0.09705284237861633
30,0,12,0.3963812589645386,0.28910696506500244,-0.10879713296890259
30,0,13,0.39141950011253357,0.4713955223560333,-0.04173292592167854
30,0,14,0.3649781346321106,0.415127694606781,-0.06795619428157806
30,0,15,0.3480028808116913,0.3790285587310791,-0.08574092388153076
30,0,16,0.3389621376991272,0.34606584906578064,-0.09601324796676636
30,0,17,0.37379708886146545,0.49835750460624695,-0.03230941295623779
30,0,18,0.35179319977760315,0.48333820700645447,-0.057515811175107956
30,0,19,0.3490273952484131,0.49586769938468933,-0.06656904518604279
30,0,20,0.3540036678314209,0.508706271648407,-0.07035426050424576
30,1,0,0.43977048993110657,0.6698411703109741,5.818546355840226e-07
30,1,1,0.44520333409309387,0.6228106617927551,-0.04638294130563736
30,1,2,0.422626256942749,0.5610747933387756,-0.052831847220659256
30,1,3,0.3716472387313843,0.5247796773910522,-0.05047740042209625
30,1,4,0.33563175797462463,0.49839967489242554,-0.04595477506518364
30,1,5,0.4443349242210388,0.4634980261325836,-0.014838004484772682
30,1,6,0.4544430375099182,0.37798961997032166,-0.021529464051127434
30,1,7,0.45858389139175415,0.32686978578567505,-0.029706647619605064
30,1,8,0.4616558849811554,0.2845308184623718,-0.036903947591781616
30,1,9,0.4105323255062103,0.4636036157608032,-0.0003155215526930988
30,1,10,0.4057547450065613,0.3787362575531006,-0.0020167038310319185
30,1,11,0.3984023630619049,0.3280492126941681,-0.009868718683719635
30,1,12,0.3952498733997345,0.2886398434638977,-0.015711305662989616
30,1,13,0.38214147090911865,0.4857131242752075,0.007057282142341137
30,1,14,0.35792529582977295,0.4173286259174347,-0.009000217542052269
30,1,15,0.34234678745269775,0.3765208125114441,-0.03306400403380394
30,1,16,0.3321068286895752,0.3362802565097809,-0.048833537846803665
30,1,17,0.36121469736099243,0.5205573439598083,0.010738006792962551
30,1,18,0.3342047333717346,0.5018486976623535,-0.017612040042877197
30,1,19,0.3297925591468811,0.5234677791595459,-0.03651602566242218
30,1,20,0.3313221037387848,0.5422073006629944,-0.04715140163898468
31,0,0,0.429498553276062,0.6199542284011841,6.541693551298522e-07
31,0,1,0.44432249665260315,0.6005120277404785,-0.055981557816267014
31,0,2,0.4265132248401642,0.5576313734054565,-0.07774737477302551
31,0,3,0.3807893693447113,0.5266609191894531,-0.08864673972129822
31,0,4,0.3441349267959595,0.4990939795970917,-0.09884095937013626
31,0,5,0.4449900984764099,0.45835891366004944,-0.0506967268884182
31,0,6,0.4547651708126068,0.3803451955318451,-0.06663265079259872
31,0,7,0.45858192443847656,0.3321605920791626,-0.07947513461112976
31,0,8,0.4604153037071228,0.2918636202812195,-0.08934858441352844
31,0,9,0.4130588471889496,0.4595259726047516,-0.032864101231098175
31,0,10,0.4026871621608734,0.3830622136592865,-0.04646322876214981
31,0,11,0.3921429216861725,0.3358539938926697,-0.060746923089027405
31,0,12,0.3838328719139099,0.29844149947166443,-0.06975763291120529
31,0,13,0.3885413110256195,0.4807112514972687,-0.01930863969027996
31,0,14,0.3651135265827179,0.4197865128517151,-0.04009190946817398
31,0,15,0.34908878803253174,0.38043317198753357,-0.060153063386678696
31,0,16,0.3385735750198364,0.3434441089630127,-0.07248222827911377
31,0,17,0.3713550567626953,0.5114971399307251,-0.009419132955372334
31,0,18,0.3487159013748169,0.4928882420063019,-0.03648599982261658
31,0,19,0.34595787525177,0.5083421468734741,-0.049588706344366074
31,0,20,0.3494575023651123,0.5217540264129639,-0.055567797273397446
31,1,0,0.44284331798553467,0.6718336343765259,5.6962426242535e-07
31,1,1,0.4467003643512726,0.6244833469390869,-0.047932323068380356
31,1,2,0.4232390224933624,0.5628795623779297,-0.055010050535202026
31,1,3,0.3729415237903595,0.5255944728851318,-0.052893880754709244
31,1,4,0.338933527469635,0.49476882815361023,-0.048211220651865005
31,1,5,0.443751722574234,0.4634288251399994,-0.01737344078719616
31,1,6,0.45424506068229675,0.3773612678050995,-0.02458072453737259
31,1,7,0.4579254686832428,0.32609009742736816,-0.03284425288438797
31,1,8,0.46034660935401917,0.2841991186141968,-0.03972640261054039
31,1,9,0.4109262526035309,0.46455419063568115,-0.0018089630175381899
31,1,10,0.40563949942588806,0.3787047266960144,-0.00370625383220613
31,1,11,0.39796629548072815,0.327944278717041,-0.011065811850130558
31,1,12,0.3943260610103607,0.289090633392334,-0.016457386314868927
31,1,13,0.3831436038017273,0.4860590696334839,0.006471199449151754
31,1,14,0.3593248724937439,0.41735392808914185,-0.008996950462460518
31,1,15,0.34391191601753235,0.3765000104904175,-0.032779622822999954
31,1,16,0.33390551805496216,0.33652281761169434,-0.048328302800655365
31,1,17,0.36312422156333923,0.5193297266960144,0.010817062109708786
31,1,18,0.33776870369911194,0.49794909358024597,-0.016158055514097214
31,1,19,0.33430829644203186,0.5171930193901062,-0.03472891449928284
31,1,20,0.3360510766506195,0.534358561038971,-0.04525630176067352
32,0,0,0.4381811022758484,0.6728790998458862,5.843947405992367e-07
32,0,1,0.44270241260528564,0.6234790682792664,-0.042488813400268555
32,0,2,0.42160794138908386,0.5611596703529358,-0.04856930300593376
32,0,3,0.37280702590942383,0.5232983231544495,-0.04746173694729805
32,0,4,0.3394039273262024,0.49226924777030945,-0.04438484460115433
32,0,5,0.4435786008834839,0.4621913433074951,-0.010028285905718803
32,0,6,0.45376482605934143,0.3771430253982544,-0.01666085794568062
32,0,7,0.4580816924571991,0.3265361785888672,-0.024963779374957085
32,0,8,0.46069926023483276,0.2847748398780823,-0.032188743352890015
32,0,9,0.4101191461086273,0.46209198236465454,0.0018808703171089292
32,0,10,0.4048161804676056,0.37702125310897827,-0.0007818096783012152
32,0,11,0.39736586809158325,0.3265700936317444,-0.008990433998405933
32,0,12,0.3937000632286072,0.28654593229293823,-0.014820474199950695
32,0,13,0.38194364309310913,0.4835647940635681,0.006811550818383694
32,0,14,0.358333021402359,0.4162959158420563,-0.009722521528601646
32,0,15,0.3425987958908081,0.37564095854759216,-0.03253587707877159
32,0,16,0.33259886503219604,0.33548471331596375,-0.0473456047475338
32,0,17,0.3608642518520355,0.5178452134132385,0.008215808309614658
32,0,18,0.3366571068763733,0.4993685483932495,-0.01944144256412983
32,0,19,0.33379292488098145,0.5236831307411194,-0.03649624437093735
32,0,20,0.3370981812477112,0.543432891368866,-0.045730073004961014
33,0,0,0.4251919984817505,0.5847749710083008,7.284154435183154e-07
33,0,1,0.4331955015659332,0.5770483613014221,-0.04989790916442871
33,0,2,0.4170059263706207,0.5486000180244446,-0.07108225673437119
33,0,3,0.3802061080932617,0.5239599347114563,-0.08400528132915497
33,0,4,0.3451165556907654,0.5094515681266785,-0.09521320462226868
33,0,5,0.4432787597179413,0.45757603645324707,-0.03922080993652344
33,0,6,0.45221471786499023,0.40199315547943115,-0.053684595972299576
33,0,7,0.4509059488773346,0.36383056640625,-0.06337980926036835
33,0,8,0.4511522650718689,0.3393610715866089,-0.06909240782260895
33,0,9,0.4165295362472534,0.45760875940322876,-0.02200782485306263
33,0,10,0.4100748300552368,0.401333212852478,-0.036311596632003784
33,0,11,0.39774343371391296,0.35971206426620483,-0.049677278846502304
33,0,12,0.3901674151420593,0.3265054225921631,-0.05722445994615555
33,0,13,0.3950073719024658,0.4738960564136505,-0.009040170349180698
33,0,14,0.3735337257385254,0.4485003650188446,-0.03258540481328964
33,0,15,0.3629014492034912,0.4566240906715393,-0.05061544105410576
33,0,16,0.3608274757862091,0.464450478553772,-0.057176850736141205
33,0,17,0.3765963017940521,0.49796372652053833,0.0012285171542316675
33,0,18,0.35363346338272095,0.48967963457107544,-0.021777069196105003
33,0,19,0.3458560109138489,0.49931806325912476,-0.034741178154945374
33,0,20,0.3466511368751526,0.5102806091308594,-0.03971157595515251
33,1,0,0.4442070722579956,0.6699228286743164,5.332695991455694e-07
33,1,1,0.4457988142967224,0.6245438456535339,-0.04434718191623688
33,1,2,0.4217718839645386,0.5617673993110657,-0.05088343471288681
33,1,3,0.3728090226650238,0.5237391591072083,-0.04918462410569191
33,1,4,0.3394415080547333,0.49538686871528625,-0.045394640415906906
33,1,5,0.4432431757450104,0.4618612229824066,-0.01634352281689644
33,1,6,0.4550977051258087,0.3767490088939667,-0.024398256093263626
33,1,7,0.4599217474460602,0.3260555863380432,-0.033294424414634705
33,1,8,0.46254241466522217,0.2841287851333618,-0.04066755995154381
33,1,9,0.41292935609817505,0.46212702989578247,-0.0033619606401771307
33,1,10,0.4068933427333832,0.374749094247818,-0.007228631526231766
33,1,11,0.39830636978149414,0.32441267371177673,-0.016138633713126183
33,1,12,0.3931465148925781,0.2849048674106598,-0.02236035093665123
33,1,13,0.3871116638183594,0.4836439788341522,0.0030402063857764006
33,1,14,0.3629632890224457,0.414928138256073,-0.01352875679731369
33,1,15,0.3463851511478424,0.3719213902950287,-0.037018198519945145
33,1,16,0.33547443151474,0.32971838116645813,-0.05222650244832039
33,1,17,0.3687085509300232,0.518332839012146,0.0059004914946854115
33,1,18,0.34184616804122925,0.49653521180152893,-0.02050183340907097
33,1,19,0.3377819061279297,0.516915500164032,-0.037057824432849884
33,1,20,0.33919039368629456,0.5361742973327637,-0.046113014221191406
34,0,0,0.433666467666626,0.5894845724105835,8.035660243876919e-07
34,0,1,0.4458547532558441,0.5829992294311523,-0.053675346076488495
34,0,2,0.4309518337249756,0.5549746155738831,-0.0822393074631691
34,0,3,0.38582664728164673,0.5292803645133972,-0.10120005905628204
34,0,4,0.34611958265304565,0.504822313785553,-0.12099748104810715
34,0,5,0.4485641121864319,0.46073997020721436,-0.07028687745332718
34,0,6,0.4597005844116211,0.3860706090927124,-0.0975666418671608
34,0,7,0.4646429419517517,0.3364614248275757,-0.11689117550849915
34,0,8,0.4696251153945923,0.2931981086730957,-0.1306060552597046
34,0,9,0.4196583926677704,0.45829495787620544,-0.05771303176879883
34,0,10,0.4139263331890106,0.37921956181526184,-0.08410767465829849
34,0,11,0.4067562520503998,0.32731151580810547,-0.10486668348312378
34,0,12,0.40195679664611816,0.2812786102294922,-0.11810047179460526
34,0,13,0.3958592116832733,0.4775218069553375,-0.047583241015672684
34,0,14,0.36990952491760254,0.41761666536331177,-0.07777009159326553
34,0,15,0.35289236903190613,0.38023996353149414,-0.09796660393476486
34,0,16,0.34336569905281067,0.34607332944869995,-0.1096159890294075
34,0,17,0.376574844121933,0.5084461569786072,-0.04034753888845444
34,0,18,0.35397905111312866,0.4923418462276459,-0.06994251161813736
34,0,19,0.3513950705528259,0.5061386823654175,-0.08038179576396942
34,0,20,0.3560144901275635,0.5203614830970764,-0.0847887173295021
34,1,0,0.4413807988166809,0.6710031032562256,5.557838562708639e-07
34,1,1,0.4437713027000427,0.6275370121002197,-0.0443570651113987
34,1,2,0.42307159304618835,0.5658135414123535,-0.05317196622490883
34,1,3,0.3756488859653473,0.5276259779930115,-0.05418335646390915
34,1,4,0.3425857424736023,0.49713942408561707,-0.05392766743898392
34,1,5,0.4478621780872345,0.46401524543762207,-0.020232174545526505
34,1,6,0.4596773087978363,0.3789042830467224,-0.029724624007940292
34,1,7,0.4642973840236664,0.32716161012649536,-0.039720773696899414
34,1,8,0.46659407019615173,0.2848551869392395,-0.04784690961241722
34,1,9,0.41679099202156067,0.46186986565589905,-0.007295099087059498
34,1,10,0.4133840799331665,0.37347733974456787,-0.012309730984270573
34,1,11,0.40520331263542175,0.3221493363380432,-0.02166825160384178
34,1,12,0.400062620639801,0.2824782133102417,-0.028146034106612206
34,1,13,0.3903292119503021,0.48143184185028076,-0.00048490153858438134
34,1,14,0.36719179153442383,0.4124126732349396,-0.016927465796470642
34,1,15,0.3503752052783966,0.37036100029945374,-0.039200589060783386
34,1,16,0.3403683006763458,0.33091363310813904,-0.054004646837711334
34,1,17,0.3691442906856537,0.5150748491287231,0.0028139380738139153
34,1,18,0.3417452275753021,0.49819424748420715,-0.023600580170750618
34,1,19,0.33755171298980713,0.5207844972610474,-0.03953986614942551
34,1,20,0.3412374258041382,0.5413445234298706,-0.048213064670562744
35,0,0,0.433613121509552,0.6271970868110657,7.576542770948436e-07
35,0,1,0.44811737537384033,0.607305645942688,-0.0650293156504631
35,0,2,0.4298606514930725,0.5628200173377991,-0.08977378159761429
35,0,3,0.38329747319221497,0.5310232639312744,-0.10162278264760971
35,0,4,0.3451510965824127,0.5033769011497498,-0.11290458589792252
35,0,5,0.4517582654953003,0.4609158933162689,-0.06048339232802391
35,0,6,0.46715205907821655,0.38056057691574097,-0.07935472577810287
35,0,7,0.4736398756504059,0.3278023898601532,-0.09496548026800156
35,0,8,0.4768912196159363,0.2842614948749542,-0.10655711591243744
35,0,9,0.41787952184677124,0.4608713686466217,-0.03858616575598717
35,0,10,0.41214826703071594,0.37775513529777527,-0.0536993108689785
35,0,11,0.404596745967865,0.3246716856956482,-0.07012469321489334
35,0,12,0.39865750074386597,0.28162503242492676,-0.08099064975976944
35,0,13,0.38992375135421753,0.4814232885837555,-0.0216855276376009
35,0,14,0.3705287277698517,0.41123953461647034,-0.04383668303489685
35,0,15,0.3558484613895416,0.3683297038078308,-0.0672386959195137
35,0,16,0.3456900715827942,0.32845616340637207,-0.08193834125995636
35,0,17,0.3695472180843353,0.5120155811309814,-0.009113210253417492
35,0,18,0.35085687041282654,0.485391765832901,-0.03704538196325302
35,0,19,0.3486567735671997,0.4964160621166229,-0.05247768387198448
35,0,20,0.3519008755683899,0.5067418217658997,-0.06052222475409508
35,1,0,0.44824740290641785,0.6724205017089844,5.55626570530876e-07
35,1,1,0.4504428207874298,0.6289385557174683,-0.049510203301906586
35,1,2,0.4284301996231079,0.5667157769203186,-0.05802736058831215
35,1,3,0.3799385726451874,0.5254127383232117,-0.05704347416758537
35,1,4,0.34732121229171753,0.49353158473968506,-0.05426469445228577
35,1,5,0.4529667794704437,0.46420547366142273,-0.020931411534547806
35,1,6,0.4653317332267761,0.37964656949043274,-0.03008725866675377
35,1,7,0.47013774514198303,0.3274266719818115,-0.04027397930622101
35,1,8,0.4732467830181122,0.28465336561203003,-0.048479825258255005
35,1,9,0.42194363474845886,0.4611888825893402,-0.004697491880506277
35,1,10,0.4203360974788666,0.3729584813117981,-0.008475018665194511
35,1,11,0.4124501049518585,0.3207566738128662,-0.018257440999150276
35,1,12,0.4084616005420685,0.2794552445411682,-0.025058366358280182
35,1,13,0.3942074775695801,0.4803839325904846,0.0046625263057649136
35,1,14,0.37297165393829346,0.40829187631607056,-0.011949727311730385
35,1,15,0.3572215437889099,0.3631616532802582,-0.03738150745630264
35,1,16,0.34790414571762085,0.31998133659362793,-0.054102346301078796
35,1,17,0.3727252781391144,0.5149511098861694,0.010220319963991642
35,1,18,0.34511467814445496,0.49971267580986023,-0.01771957240998745
35,1,19,0.34181177616119385,0.5218367576599121,-0.03661370649933815
35,1,20,0.34521859884262085,0.542339563369751,-0.047107961028814316
36,0,0,0.4443822503089905,0.6748170256614685,6.253354740692885e-07
36,0,1,0.44587424397468567,0.6293531060218811,-0.05093350633978844
36,0,2,0.4250141978263855,0.5669761896133423,-0.05942463129758835
36,0,3,0.37973102927207947,0.5248817205429077,-0.05839359015226364
36,0,4,0.34952059388160706,0.4892529249191284,-0.055469270795583725
36,0,5,0.4530099630355835,0.46411997079849243,-0.019330089911818504
36,0,6,0.4665488004684448,0.37921640276908875,-0.027108071371912956
36,0,7,0.47161656618118286,0.3267187476158142,-0.03611357882618904
36,0,8,0.4749599099159241,0.2852417826652527,-0.04330262541770935
36,0,9,0.419780433177948,0.46092450618743896,-0.0024664781522005796
36,0,10,0.41923823952674866,0.37174156308174133,-0.0036517903208732605
36,0,11,0.4126289188861847,0.3195301294326782,-0.010961374267935753
36,0,12,0.4102170169353485,0.27914488315582275,-0.015871020033955574
36,0,13,0.38998299837112427,0.48144790530204773,0.006947417743504047
36,0,14,0.3695657551288605,0.4099965989589691,-0.00838522333651781
36,0,15,0.3553197681903839,0.3644762635231018,-0.03297530487179756
36,0,16,0.3472624123096466,0.3206590414047241,-0.04927916079759598
36,0,17,0.3665907084941864,0.5171433687210083,0.012226581573486328
36,0,18,0.34449756145477295,0.5063415765762329,-0.016151579096913338
36,0,19,0.3442223370075226,0.5319085717201233,-0.03511924296617508
36,0,20,0.35054969787597656,0.5538480281829834,-0.04547421261668205
37,0,0,0.44745582342147827,0.6705047488212585,5.779046432508039e-07
37,0,1,0.44919756054878235,0.6276206970214844,-0.048370473086833954
37,0,2,0.430631548166275,0.5675197839736938,-0.060429058969020844
37,0,3,0.38472607731819153,0.524388313293457,-0.06457128375768661
37,0,4,0.3534640073776245,0.48868829011917114,-0.06730109453201294
37,0,5,0.45603466033935547,0.46197476983070374,-0.023100169375538826
37,0,6,0.4695204794406891,0.37919512391090393,-0.034234028309583664
37,0,7,0.4745364189147949,0.3279787003993988,-0.04588637501001358
37,0,8,0.4774821400642395,0.28675782680511475,-0.05531245470046997
37,0,9,0.42440780997276306,0.45786383748054504,-0.009074666537344456
37,0,10,0.422502338886261,0.3701598048210144,-0.015825187787413597
37,0,11,0.414715051651001,0.3184604048728943,-0.026499586179852486
37,0,12,0.4110081195831299,0.2782577872276306,-0.03373168781399727
37,0,13,0.396270751953125,0.4769911766052246,-0.0015338731463998556
37,0,14,0.3763892352581024,0.40322357416152954,-0.01923081837594509
37,0,15,0.3608172535896301,0.3581075966358185,-0.04218059033155441
37,0,16,0.35257619619369507,0.31689658761024475,-0.057230040431022644
37,0,17,0.37334322929382324,0.5108866095542908,0.0021353692281991243
37,0,18,0.3482726514339447,0.4950878322124481,-0.025929108262062073
37,0,19,0.34489116072654724,0.5147315859794617,-0.04320831224322319
37,0,20,0.34952300786972046,0.5320754647254944,-0.05240960791707039
38,0,0,0.4479982256889343,0.6654744744300842,5.94758091665426e-07
38,0,1,0.4542745351791382,0.6245880126953125,-0.04584386199712753
38,0,2,0.43742799758911133,0.565824568271637,-0.05826127901673317
38,0,3,0.3910650610923767,0.5218458771705627,-0.0634341910481453
38,0,4,0.36054205894470215,0.4806620478630066,-0.06702512502670288
38,0,5,0.4573533535003662,0.45933640003204346,-0.023037442937493324
38,0,6,0.47097325325012207,0.3752717673778534,-0.03569833189249039
38,0,7,0.47661760449409485,0.32481279969215393,-0.04740050062537193
38,0,8,0.4797378480434418,0.2837211787700653,-0.056415949016809464
38,0,9,0.42475491762161255,0.4550533890724182,-0.010928232222795486
38,0,10,0.42424479126930237,0.3673800826072693,-0.01989421434700489
38,0,11,0.41828611493110657,0.31619083881378174,-0.03054129332304001
