Frame,Hand,Landmark,X,Y,Z
27,0,0,0.4816254675388336,0.5635268688201904,3.08089056488825e-07
27,0,1,0.48842814564704895,0.5371221899986267,-0.03373003378510475
27,0,2,0.48601534962654114,0.4924885630607605,-0.04423592612147331
27,0,3,0.474038302898407,0.45037829875946045,-0.04856563359498978
27,0,4,0.4586251378059387,0.4172552824020386,-0.05180632323026657
27,0,5,0.5062354803085327,0.45522570610046387,-0.01866775006055832
27,0,6,0.5077180862426758,0.39953553676605225,-0.023118432611227036
27,0,7,0.5088391304016113,0.3602113425731659,-0.02694426290690899
27,0,8,0.5080459713935852,0.3311234414577484,-0.029764780774712563
27,0,9,0.49090248346328735,0.46313849091529846,-0.0037694345228374004
27,0,10,0.4820021986961365,0.4247073233127594,-0.009738501161336899
27,0,11,0.4720207452774048,0.42129242420196533,-0.013767581433057785
27,0,12,0.4653676450252533,0.4218640923500061,-0.01382061280310154
27,0,13,0.4766013026237488,0.47707223892211914,0.008204327896237373
27,0,14,0.46609818935394287,0.4562186598777771,0.0006428670603781939
27,0,15,0.4597393572330475,0.455361545085907,-0.0018514749826863408
27,0,16,0.456806480884552,0.45212286710739136,-0.000455098575912416
27,0,17,0.4651877284049988,0.4947623312473297,0.017593473196029663
27,0,18,0.4555491507053375,0.4762571454048157,0.011261180974543095
27,0,19,0.45349302887916565,0.4754897654056549,0.01138920895755291
27,0,20,0.4545823335647583,0.4759065508842468,0.01421394944190979
28,0,0,0.4767768085002899,0.583060622215271,1.5647582074507227e-07
28,0,1,0.48221948742866516,0.5613417029380798,-0.04075446352362633
28,0,2,0.486179918050766,0.5039610862731934,-0.0514739565551281
28,0,3,0.47427132725715637,0.45025914907455444,-0.055457428097724915
28,0,4,0.45640069246292114,0.4068118929862976,-0.05703865736722946
28,0,5,0.5066911578178406,0.4512613117694855,-0.014544345438480377
28,0,6,0.5067723393440247,0.39177438616752625,-0.025471365079283714
28,0,7,0.5080702304840088,0.35222628712654114,-0.030815687030553818
28,0,8,0.5082912445068359,0.31963270902633667,-0.03390902280807495
28,0,9,0.48419830203056335,0.45758551359176636,0.0004952061572112143
28,0,10,0.46305403113365173,0.4176786243915558,-0.02168239839375019
