Landmark,Y
3,0.43857953
4,0.403167009
5,0.414286226
6,0.346450984
7,0.30340901
8,0.268193305
9,0.413142145
10,0.337833077
11,0.28830421
12,0.251723349
13,0.429348767
14,0.38868317
15,0.420734495
16,0.445993066
17,0.449972838
18,0.411015391
19,0.423662245
20,0.43894437
0,0.498152763
1,0.49172765
2,0.460203379
3,0.432650268
4,0.416322023
5,0.409192145
6,0.353638858
7,0.31338644
8,0.28019619
9,0.402349174
10,0.344023556
11,0.304966003
12,0.272640407
13,0.411387712
14,0.377646536
15,0.400273174
16,0.421914756
17,0.42972371
18,0.41072011
19,0.418703437
20,0.428660631
0,0.590684295
1,0.549253821
2,0.486468822
3,0.437951535
4,0.403238654
5,0.414758027
6,0.347005457
7,0.303993046
8,0.267988771
9,0.412893832
10,0.338360488
11,0.28849104
12,0.25132376
13,0.428465188
14,0.387836277
15,0.421637058
16,0.448905796
17,0.448530614
18,0.409951776
19,0.424072564
20,0.441338897
0,0.514420211
1,0.509268522
2,0.473894715
3,0.440331548
4,0.414789617
5,0.408529013
6,0.346555382
7,0.306847662
8,0.274349332
9,0.401936978
10,0.33621493
11,0.293703854
12,0.258194745
13,0.4118343
14,0.377635598
15,0.407202512
16,0.431880802
17,0.43090421
18,0.408190191
19,0.425023735
20,0.441682458
0,0.588311195
1,0.548652828
2,0.486367732
3,0.436981767
4,0.402059823
5,0.412429512
6,0.347587943
7,0.30466187
8,0.268862128
9,0.410992891
10,0.337938875
11,0.288077414
12,0.248953789
13,0.427517027
14,0.386185646
15,0.419287264
16,0.446664274
17,0.448427469
18,0.409684032
19,0.425165355
20,0.443009883
0,0.588793635
1,0.549639881
2,0.4856821
3,0.436325699
4,0.401396871
5,0.412659943
6,0.345846593
7,0.302446336
8,0.265737504
9,0.410553783
10,0.33574146
11,0.285689592
12,0.24689585
13,0.426129639
14,0.385032713
15,0.418215483
16,0.444647431
17,0.446445823
18,0.407751501
19,0.421007395
20,0.43652451
0,0.493497103
1,0.494948149
2,0.471897662
3,0.44900021
4,0.43727839
5,0.410842627
6,0.36283344
7,0.328563035
8,0.299033165
9,0.399864376
10,0.343144625
11,0.305128038
12,0.273546934
13,0.407526553
14,0.376009166
15,0.399098784
16,0.421555877
17,0.425739855
18,0.408863336
19,0.420781136
20,0.434817046
0,0.588474452
1,0.549358308
2,0.485135227
3,0.436522782
4,0.400594026
5,0.41167751
6,0.344302565
7,0.301303953
8,0.265119672
9,0.409879476
10,0.334463656
11,0.283873081
12,0.245829031
13,0.425800592
14,0.383721948
15,0.418698281
16,0.445950419
17,0.445617974
18,0.407577366
19,0.423705161
20,0.441554129
0,0.511736751
1,0.509198785
2,0.47779566
3,0.447885215
4,0.420553356
5,0.41106528
6,0.346830577
7,0.306350678
8,0.273467064
9,0.405543298
10,0.337255806
11,0.293185562
12,0.255199313
13,0.416976541
14,0.3897883
15,0.421152204
16,0.442409158
17,0.436699659
18,0.417657346
19,0.430371165
20,0.440898925
0,0.5936535
1,0.552915454
2,0.489157319
3,0.441660553
4,0.405813754
5,0.412722826
6,0.345524669
7,0.303001463
8,0.267847002
9,0.413545817
10,0.338573575
11,0.28998059
12,0.252459645
13,0.432824522
14,0.394963115
15,0.433744788
16,0.462010682
17,0.455092907
18,0.421860099
19,0.444141239
20,0.463964581
0,0.539513767
1,0.526749372
2,0.485005736
3,0.447395653
4,0.41810903
5,0.412120491
6,0.345761031
7,0.304156512
8,0.270498335
9,0.409292817
10,0.339878529
11,0.294402421
12,0.255644888
13,0.424389064
14,0.398078412
15,0.430067956
16,0.450994372
17,0.445280969
18,0.423329622
19,0.444681793
20,0.460912615
0,0.595095754
1,0.554035842
2,0.489791989
3,0.441749156
4,0.409563959
5,0.41485849
6,0.347058713
7,0.304059863
8,0.268180549
9,0.414233953
10,0.341079712
11,0.292868972
12,0.254382521
13,0.431782663
14,0.393740505
15,0.427684426
16,0.453655869
17,0.454090625
18,0.418673426
19,0.435852081
20,0.453786463
0,0.612590432
1,0.569785714
2,0.505200028
3,0.457424939
4,0.424684495
5,0.426633954
6,0.358363122
7,0.313656032
8,0.275197059
9,0.427232236
10,0.352466494
11,0.303302824
12,0.26360774
13,0.447510123
14,0.413411736
15,0.456071198
16,0.485384583
17,0.473727763
18,0.444084793
19,0.471763849
20,0.49476698
0,0.523240209
1,0.512423933
2,0.486991078
3,0.466739476
4,0.46021378
5,0.423739016
6,0.365979165
7,0.328212559
8,0.296946287
9,0.418438226
10,0.358121812
11,0.319957137
12,0.287066311
13,0.430831015
14,0.39713043
15,0.4269059
16,0.45231393
17,0.45266524
18,0.43678242
19,0.449813634
20,0.463513941
0,0.616045833
1,0.573397875
2,0.507994771
3,0.459327489
4,0.42654562
5,0.429856926
6,0.36033833
7,0.315346152
8,0.27659744
9,0.430695117
10,0.354487628
11,0.305479348
12,0.265787721
13,0.450074226
14,0.412688255
15,0.449362397
16,0.476485312
17,0.474794686
18,0.439528584
19,0.459075898
20,0.478730917
0,0.544647813
1,0.538998008
2,0.503260136
3,0.470335156
4,0.443056494
5,0.42875877
6,0.359312236
7,0.314897954
8,0.278900921
9,0.424416363
10,0.352336228
11,0.306530356
12,0.266672909
13,0.437315315
14,0.412795752
15,0.44804728
16,0.470826298
17,0.458147287
18,0.442649722
19,0.467566758
20,0.486054093
0,0.617126822
1,0.574677408
2,0.510457039
3,0.462618321
4,0.430620193
5,0.430399656
6,0.359433681
7,0.313951254
8,0.275670767
9,0.431555003
10,0.354507506
11,0.305394351
12,0.26595825
13,0.451593161
14,0.415488094
15,0.452841699
16,0.480915099
17,0.476237625
18,0.443236351
19,0.464797527
20,0.485256314
0,0.615656972
1,0.573235869
2,0.509717822
3,0.462078333
4,0.429490805
5,0.429341316
6,0.358971477
7,0.313426495
8,0.274990886
9,0.429781497
10,0.353302777
11,0.304208964
12,0.26460278
13,0.448932916
14,0.411965847
15,0.449025601
16,0.477759778
17,0.472720236
18,0.437527239
19,0.456653029
20,0.47539711
0,0.522865593
1,0.520734072
2,0.492139339
3,0.463762134
4,0.444639057
5,0.422608256
6,0.357473373
7,0.3115789
8,0.275607556
9,0.414728642
10,0.349828213
11,0.308227599
12,0.276310444
13,0.425525606
14,0.394991547
15,0.423566461
16,0.449160278
17,0.446974546
18,0.434319347
19,0.452862084
20,0.471933961
0,0.612521172
1,0.570352733
2,0.507201195
3,0.459608585
4,0.427035987
5,0.426841915
6,0.356882125
7,0.311509728
8,0.273522735
9,0.426856041
10,0.350204587
11,0.301526546
12,0.263013244
13,0.445888519
14,0.409739912
15,0.446998
16,0.476196021
17,0.46950081
18,0.436025441
19,0.457267702
20,0.477601975
0,0.54323858
1,0.532581687
2,0.493067563
3,0.458693743
4,0.4303312
5,0.417793363
6,0.350944936
7,0.307583392
8,0.273024321
9,0.415414214
10,0.344614774
11,0.298800021
12,0.260044247
13,0.430182725
14,0.402077228
15,0.433589101
16,0.456852794
17,0.453093231
18,0.431309462
19,0.452865094
20,0.472134888
0,0.607617736
1,0.564818203
2,0.50050354
3,0.453123212
4,0.420926243
5,0.420581162
6,0.351004928
7,0.306334645
8,0.268835545
9,0.42139402
10,0.346822798
11,0.298918843
12,0.261395901
13,0.441264719
14,0.405087501
15,0.443496138
16,0.472500861
17,0.465399355
18,0.433723509
19,0.457063973
20,0.478849918
0,0.606084943
1,0.563323736
2,0.498882443
3,0.451640368
4,0.419199944
5,0.420511335
6,0.350457788
7,0.305488825
8,0.267851442
9,0.42157945
10,0.345672846
11,0.297331721
12,0.259001851
13,0.441264421
14,0.405072659
15,0.44225648
16,0.469796777
17,0.465631366
18,0.433382332
19,0.455889553
20,0.476860791
0,0.49533391
1,0.493772924
2,0.47014457
3,0.447538733
4,0.432855934
5,0.40741694
6,0.34535569
7,0.299917042
8,0.264802128
9,0.400945544
10,0.337676495
11,0.297396183
12,0.264491677
13,0.411047995
14,0.386307448
15,0.409802258
16,0.430967659
17,0.429630131
18,0.419800073
19,0.434155166
20,0.449279875
0,0.601471543
1,0.559319377
2,0.49635148
3,0.449717492
4,0.416478127
5,0.416051358
6,0.348004282
7,0.303636849
8,0.267010748
9,0.416873962
10,0.342927814
11,0.295653015
12,0.258611321
13,0.437292606
14,0.401875019
15,0.441176623
16,0.469843
17,0.461121082
18,0.429747015
19,0.453688741
20,0.47500515
0,0.519985437
1,0.515286803
2,0.484493941
3,0.455196738
4,0.429551214
5,0.410138458
6,0.346213818
7,0.30609709
8,0.27275914
9,0.406479567
10,0.339308023
11,0.294961512
12,0.256365329
13,0.42076984
14,0.398710072
15,0.428551376
16,0.44770503
17,0.442580104
18,0.426001936
19,0.444120824
20,0.457496911
0,0.600137174
1,0.557539165
2,0.494415045
3,0.448213041
4,0.417516649
5,0.415853024
6,0.346169263
7,0.302185863
8,0.265556574
9,0.417321473
10,0.342333078
11,0.294625789
12,0.257448971
13,0.437482357
14,0.400716484
15,0.436964333
16,0.463940501
17,0.461591244
18,0.427582204
19,0.448070049
20,0.468872488
0,0.547176063
1,0.533418536
2,0.492956698
3,0.458777755
4,0.431788057
5,0.415652454
6,0.347704202
7,0.304166168
8,0.269666016
9,0.413896233
10,0.343818188
11,0.298096746
12,0.25838089
13,0.430471838
14,0.407735854
15,0.441340655
16,0.462558508
17,0.453402668
18,0.433235526
19,0.454140484
20,0.468921781
0,0.603481174
1,0.559189796
2,0.495644271
3,0.450953752
4,0.420249671
5,0.418361455
6,0.349330544
7,0.30582726
8,0.269278526
9,0.420915872
10,0.345560312
11,0.297852874
12,0.260476351
13,0.441714525
14,0.405565709
15,0.441547394
16,0.467788368
17,0.467011094
18,0.433618486
19,0.454550326
20,0.474552423
0,0.60404259
1,0.560447037
2,0.497128248
3,0.451350003
4,0.419848561
5,0.418638796
6,0.34904325
7,0.304934561
8,0.268673718
9,0.421198577
10,0.345726609
11,0.297940016
12,0.261052728
13,0.442117631
14,0.407258868
15,0.445922703
16,0.473399252
17,0.466219336
18,0.435999423
19,0.460121304
20,0.481946826
0,0.503880978
1,0.50243181
2,0.479201406
3,0.458064109
4,0.448390901
5,0.414996773
6,0.357540399
7,0.317408651
8,0.283528864
9,0.408504218
10,0.349814922
11,0.308836371
12,0.275473118
13,0.418876916
14,0.393539906
15,0.411888033
16,0.431904942
17,0.436805516
18,0.424494982
19,0.43712905
20,0.452379644
0,0.605423927
1,0.561629295
2,0.498466581
3,0.452390403
4,0.420764029
5,0.419885963
6,0.350536048
7,0.306679159
8,0.2700966
9,0.422462046
10,0.347520739
11,0.299439669
12,0.262259305
13,0.443390936
14,0.407056838
15,0.445014626
16,0.472385019
17,0.467818499
18,0.436942875
19,0.460831672
20,0.483409137
0,0.524986923
1,0.521271169
2,0.490465105
3,0.463331342
4,0.439129412
5,0.41904363
6,0.355594516
7,0.313969851
8,0.279962778
9,0.416292429
10,0.348121762
11,0.302999407
12,0.265103519
13,0.429844975
14,0.405229241
15,0.437800944
16,0.459837109
17,0.451563895
18,0.43329379
19,0.451156646
20,0.465071917
0,0.607501149
1,0.56627357
2,0.50435704
3,0.459169
4,0.427547365
5,0.423774332
6,0.35460785
7,0.310074031
8,0.273148626
9,0.425988317
10,0.350155711
11,0.302498221
12,0.265364587
13,0.446438462
14,0.410410762
15,0.446932375
16,0.473999262
17,0.470748305
18,0.437549025
19,0.458616227
20,0.47823593
0,0.548587561
1,0.536391795
2,0.496397376
3,0.461555272
4,0.434596062
5,0.41991213
6,0.352176815
7,0.308921665
8,0.273979485
9,0.417761415
10,0.347243726
11,0.301280022
12,0.260862768
13,0.432952136
14,0.409784198
15,0.444277138
16,0.466816396
17,0.454976678
18,0.434790105
19,0.458760977
20,0.477160275
0,0.607551396
1,0.564652801
2,0.500929058
3,0.454751581
4,0.424046934
5,0.422440201
6,0.352898717
7,0.307940423
8,0.270322621
9,0.424500197
10,0.349927872
11,0.302553654
12,0.26402992
13,0.444969475
14,0.408675432
15,0.443930686
16,0.469851941
17,0.470077932
18,0.435806423
19,0.4539904
20,0.471843779
0,0.606622458
1,0.564324021
2,0.501017809
3,0.454559922
4,0.422797292
5,0.422055483
6,0.35233137
7,0.307217956
8,0.269673765
9,0.423785478
10,0.349022388
11,0.301675379
12,0.263856471
13,0.4438245
14,0.407839119
15,0.443535686
16,0.469806999
17,0.468126714
18,0.434500754
19,0.453496516
20,0.4716869
0,0.605511785
1,0.563446224
2,0.500484526
3,0.454231262
4,0.423364729
5,0.421467781
6,0.352165818
7,0.307425141
8,0.270045102
9,0.423142314
10,0.347948849
11,0.300690413
12,0.262906253
13,0.443365932
14,0.408772469
15,0.44685632
16,0.473967463
17,0.467695355
18,0.435953051
19,0.458677799
20,0.479706347
0,0.510613859
1,0.500177145
2,0.470987171
3,0.44992891
4,0.44326368
5,0.409719676
6,0.353621215
7,0.315343887
8,0.286365896
9,0.407382369
10,0.351092994
11,0.312647462
12,0.282040358
13,0.420585424
14,0.390572637
15,0.412873745
16,0.435220003
17,0.442050695
18,0.424314439
19,0.43314898
20,0.445801795
0,0.600272894
1,0.558050036
2,0.496355206
3,0.450386554
4,0.419625431
5,0.417790085
6,0.348239839
7,0.303409159
8,0.266534805
9,0.41930604
10,0.344857991
11,0.296657652
12,0.259385109
13,0.438964665
14,0.40319407
15,0.437895119
16,0.465687931
17,0.46275866
18,0.429548174
19,0.450192988
20,0.471100032
0,0.51184237
1,0.506898642
2,0.47554484
3,0.444273144
4,0.421555996
5,0.402260244
6,0.335756749
7,0.291769922
8,0.256833792
9,0.396992713
10,0.331444681
11,0.288799345
12,0.254018664
13,0.40887478
14,0.383034319
15,0.416650355
16,0.441655546
17,0.430940479
18,0.411272049
19,0.43243745
20,0.450254053
0,0.58951503
1,0.546522558
2,0.485642672
3,0.440469652
4,0.410071701
5,0.404171318
6,0.336560816
7,0.291639179
8,0.255078018
9,0.407518685
10,0.33286795
11,0.284000367
12,0.246988818
13,0.429627955
14,0.393656343
15,0.429205835
16,0.458268732
17,0.453989834
18,0.422375709
19,0.443886131
20,0.464269549
0,0.53405261
1,0.520839036
2,0.480809301
3,0.445452183
4,0.417492896
5,0.402956843
6,0.335514069
7,0.292285293
8,0.256828189
9,0.399088085
10,0.327906787
11,0.283487439
12,0.245652795
13,0.41277504
14,0.388763011
15,0.425882936
16,0.450191468
17,0.4346295
18,0.40793258
19,0.432740986
20,0.452275991
0,0.590880573
1,0.549942315
2,0.486370474
3,0.438751936
4,0.404947907
5,0.404955745
6,0.33612299
7,0.290877581
8,0.253205627
9,0.406553149
10,0.330646902
11,0.280764997
12,0.242089942
13,0.427621067
14,0.392521501
15,0.434261769
16,0.464420825
17,0.452931106
18,0.425401211
19,0.455512196
20,0.48113206
0,0.589202642
1,0.548479319
2,0.485517889
3,0.437978804
4,0.405085683
5,0.404630959
6,0.336717308
7,0.291635513
8,0.25375998
9,0.405869901
10,0.330486387
11,0.28110683
12,0.241750121
13,0.426581115
14,0.391702145
15,0.432811558
16,0.463216662
17,0.45174548
18,0.423285484
19,0.452719837
20,0.478263229
0,0.511169612
1,0.505316019
2,0.473009676
3,0.442326963
4,0.419556588
5,0.399832904
6,0.333665073
7,0.290307105
8,0.256505281
9,0.396803826
10,0.33344084
11,0.293772519
12,0.262106061
13,0.409806132
14,0.379031837
15,0.412529528
16,0.439740837
17,0.432092488
18,0.417885065
19,0.439463347
20,0.458475798
0,0.590805173
1,0.548495352
2,0.484867811
3,0.437077284
4,0.40338555
5,0.406212896
6,0.337610066
7,0.292951643
8,0.255524606
9,0.407203227
10,0.331476688
11,0.282166719
12,0.243001893
13,0.427746326
14,0.395404458
15,0.439601958
16,0.470864654
17,0.452432722
18,0.428313047
19,0.460400164
20,0.485805184
0,0.531125009
1,0.518245995
2,0.48121205
3,0.44637242
4,0.417717874
5,0.400593758
6,0.334979385
7,0.293141365
8,0.259232223
9,0.397905946
10,0.329744071
11,0.284973919
12,0.246502027
13,0.4128066
14,0.389000863
15,0.421812147
16,0.444051236
17,0.434913158
18,0.412097543
19,0.433871835
20,0.450925142
0,0.590471983
1,0.548669696
2,0.485179752
3,0.437227726
4,0.402805895
5,0.405177176
6,0.336412132
7,0.292288423
8,0.255570054
9,0.406507552
10,0.330580294
11,0.281339467
12,0.242898434
13,0.427310407
14,0.39274475
15,0.434221208
16,0.464041561
17,0.451956958
18,0.425091296
19,0.454608977
20,0.478986859
0,0.58915031
1,0.549254477
2,0.485331774
3,0.437813014
4,0.402560174
5,0.402751267
6,0.335754812
7,0.291633725
8,0.255761564
9,0.405214548
10,0.32878083
11,0.279773802
12,0.24213101
13,0.427667797
14,0.392043799
15,0.430414408
16,0.458660036
17,0.453324884
18,0.422303706
19,0.448374599
20,0.470559031
0,0.504962564
1,0.503581166
2,0.471139312
3,0.441554725
4,0.420343459
5,0.396931767
6,0.334625602
7,0.292637289
8,0.25777179
9,0.391743988
10,0.326885998
11,0.286284953
12,0.249908805
13,0.403247684
14,0.374852359
15,0.41162461
16,0.438515365
17,0.423614919
18,0.41116944
19,0.434158325
20,0.45293662
0,0.590430856
1,0.548201203
2,0.484088331
3,0.437363505
4,0.402730525
5,0.403215826
6,0.334628731
7,0.290756166
8,0.254816413
9,0.406187981
10,0.329750925
11,0.280515552
12,0.242596671
13,0.428713888
14,0.391440839
15,0.429088265
16,0.456578195
17,0.454382807
18,0.424264133
19,0.449772865
20,0.471664697
0,0.536994338
1,0.52131629
2,0.480374098
3,0.444825739
4,0.41673696
5,0.40147239
6,0.336242616
7,0.293571055
8,0.258770108
9,0.40025419
10,0.332388043
11,0.286887765
12,0.247652173
13,0.416954368
14,0.393204808
15,0.428322732
16,0.450995982
17,0.440604031
18,0.42188555
19,0.447389901
20,0.465230197
0,0.588934004
1,0.547623158
2,0.484840602
3,0.43783766
4,0.403605789
5,0.404734015
6,0.336944878
7,0.292544663
8,0.255916089
9,0.407008648
10,0.331244916
11,0.282535374
12,0.244989693
13,0.428492665
14,0.39300856
15,0.43173787
16,0.460388035
17,0.453175485
18,0.424258888
19,0.45166564
20,0.474890709
0,0.588983595
1,0.548344851
2,0.485055476
3,0.438108474
4,0.403614461
5,0.404634297
6,0.337518185
7,0.293643475
8,0.257512391
9,0.406795919
10,0.331287324
11,0.282317936
12,0.244086817
13,0.428546071
14,0.391415238
15,0.428275079
16,0.455871463
17,0.453955263
18,0.422455013
19,0.44714427
20,0.468855321
0,0.505730569
1,0.501623034
2,0.470971972
3,0.442146063
4,0.422828734
5,0.398470819
6,0.334681898
7,0.292383462
8,0.257733524
9,0.393503249
10,0.329505652
11,0.289135695
12,0.253982633
13,0.405494899
14,0.376702845
15,0.409968376
16,0.436366886
17,0.427372098
18,0.413177371
19,0.432967961
20,0.450811446
0,0.588873982
1,0.547573805
2,0.48469305
3,0.438402236
4,0.405050129
5,0.404632598
6,0.337223202
7,0.293227911
8,0.25689292
9,0.406876862
10,0.331099749
11,0.282302141
12,0.243883967
13,0.428493351
14,0.392509639
15,0.430192858
16,0.458342671
17,0.453714222
18,0.423503876
19,0.448144168
20,0.46949476
0,0.536155343
1,0.521494269
2,0.481076747
3,0.445500791
4,0.416800708
5,0.402541608
6,0.336459398
7,0.293988496
8,0.259759068
9,0.401104182
10,0.33319208
11,0.28793171
12,0.248887569
13,0.417453617
14,0.393052727
15,0.427139014
16,0.450021803
17,0.440595895
18,0.42044884
19,0.444823712
20,0.462991923
0,0.589201391
1,0.548952878
2,0.486208022
3,0.439205199
4,0.40557915
5,0.405319095
6,0.33750692
7,0.293203175
8,0.256163538
9,0.406618387
10,0.331215501
11,0.282411456
12,0.243597716
13,0.427559674
14,0.392513216
15,0.43156451
16,0.460357696
17,0.452784181
18,0.423773289
19,0.450516731
20,0.473140836
0,0.58878684
1,0.549232125
2,0.486638755
3,0.439199597
4,0.405044109
5,0.40518561
6,0.337544084
7,0.293129832
8,0.256024897
9,0.406355232
10,0.330816746
11,0.281915992
12,0.243148297
13,0.427208245
14,0.392708868
15,0.432234704
16,0.461365849
17,0.452341795
18,0.423820883
19,0.450954467
20,0.47393629
0,0.502376616
1,0.498746634
2,0.46797353
3,0.439666182
4,0.420875072
5,0.398385555
6,0.337568134
7,0.295091569
8,0.260786772
9,0.392949194
10,0.331068158
11,0.293425739
12,0.259537816
13,0.403839767
14,0.375289381
15,0.408522189
16,0.433348417
17,0.424624056
18,0.412971437
19,0.431826234
20,0.447397351
0,0.591138124
1,0.550248086
2,0.486776501
3,0.439150542
4,0.404426664
5,0.405350149
6,0.337622762
7,0.293100595
8,0.256084442
9,0.407373935
10,0.331691861
11,0.282120913
12,0.243431777
13,0.429100811
14,0.393109471
15,0.431872278
16,0.460263431
17,0.454959065
18,0.425438643
19,0.451830208
20,0.474322915
0,0.530428588
1,0.517968357
2,0.477662534
3,0.441208214
4,0.413213998
5,0.402643025
6,0.335916162
7,0.293698967
8,0.259405494
9,0.399430275
10,0.331348062
11,0.285832733
12,0.246312618
13,0.414293706
14,0.388788551
15,0.421629101
16,0.44461602
17,0.436911553
18,0.41543299
19,0.438017339
20,0.455868512
0,0.592122316
1,0.550522208
2,0.486861527
3,0.439117819
4,0.405136019
5,0.404547274
6,0.337676108
7,0.293873072
8,0.257341444
9,0.405953944
10,0.331652552
11,0.282350421
12,0.243621141
13,0.427365065
14,0.389685541
15,0.427638143
16,0.456419706
17,0.453385115
18,0.423140466
19,0.448761642
20,0.471417755
0,0.593701601
1,0.551514208
2,0.487256289
3,0.437273949
4,0.403756201
5,0.40879634
6,0.341255724
7,0.298990071
8,0.263274729
9,0.410006016
10,0.334478199
11,0.285423696
12,0.246681571
13,0.431458086
14,0.395693749
15,0.432902217
16,0.460308284
17,0.458717048
18,0.426056623
19,0.450514346
20,0.472877443
0,0.608716846
1,0.563309908
2,0.500936151
3,0.448989809
4,0.411603123
5,0.415825248
6,0.34661898
7,0.301618665
8,0.26191622
9,0.307804883
10,0.349563956
11,0.307804883
12,0.271981239
13,0.438671708
14,0.400795758
15,0.439383954
16,0.465300769
17,0.462889433
18,0.442130774
19,0.472714156
20,0.496227086
0,0.637295783
1,0.575097442
2,0.509876668
3,0.455902278
4,0.421258688
